order_id,review_id,bot_id,fund_code,fund_name,order_type,order_date,confirm_date,order_amount,reference_nav,confirm_nav,confirmed_shares,confirmed_amount,fee,action_reason,status,created_at,order_run_id,settle_run_id
2403,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,100000.0,1.4191,1.4191,70424.942554,,59.96,黄金ETF联接，利率下行环境提供支撑，AU9999近两月+4.7%。按平衡型中枢10%配置，作为组合对冲工具。,confirmed,2026-06-02 02:04:24,run-2026-06-02T02-02-00,run-2026-06-02T02-02-00
2404,,multi_asset_allocation_bot,001552,天弘中证证券保险A,buy,2023-02-01,2023-02-02,150000.0,0.888,0.888,168750.16875,,149.85,000051/000962连续NAV缺失，改用001552（天弘中证证券保险A）替代建仓A股。复苏交易主线确认但市场温度97.41极度偏热，保守建仓15%券商保险，目标A股总仓位30%。,confirmed,2026-06-02 02:08:46,run-2026-06-02T02-02-00,run-2026-06-02T02-02-00
2405,,multi_asset_allocation_bot,001617,天弘中证电子ETF联接A,buy,2023-02-01,2023-02-02,150000.0,1.1522,1.1522,130055.675968,,149.85,A股目标仓位30%，001552已买15万（券商保险），补充15万电子板块（001617）分散A股风险。复苏交易确认（增长改善、风险偏好满格、指数站MA200），但市场温度97.41过热限制仓位至中枢以下。,confirmed,2026-06-02 02:09:03,run-2026-06-02T02-02-00,run-2026-06-02T02-02-00
2406,,multi_asset_allocation_bot,006451,华富中证5年恒定久期国开债指数A,buy,2023-01-03,2023-01-04,400000.0,1.160693,1.160693,344449.479707,,199.9,宽松交易主线中置信度：10年国债利率从12月高点2.90%回落至2.84%，利率下行趋势明确；货币政策宽松预期强化。5年久期国开债指数基金充分受益于利率下行，作为组合稳定底仓，高配至40%。,confirmed,2026-06-02 02:13:21,run-2026-06-02T02-11-18,run-2026-06-02T02-11-18
2407,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,150000.0,1.4191,1.4191,105637.413831,,89.95,黄金ETF联接A，AU9999在410元/克附近，作为组合对冲配置10%。,confirmed,2026-06-02 02:13:58,run-2026-06-02T02-11-18,run-2026-06-02T02-11-18
2408,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,buy,2023-01-03,2023-01-04,150000.0,1.1991,1.1991,125018.80908,,89.95,南方中债7-10年国开债指数A，作为债券底仓补充。利率下行趋势中，长久期债券受益。,confirmed,2026-06-02 02:13:58,run-2026-06-02T02-11-18,run-2026-06-02T02-11-18
2409,,multi_asset_allocation_bot,001512,易方达中债3-5年期国债指数,buy,2023-01-03,2023-01-04,200000.0,1.258,1.258,158855.427582,,159.87,作为债券底仓补充。利率下行趋势中，中债3-5年期国债指数基金受益。与006451+006961合计构成债券配置。,confirmed,2026-06-02 02:14:19,run-2026-06-02T02-11-18,run-2026-06-02T02-11-18
2410,,multi_asset_allocation_bot,001552,天弘中证证券保险A,buy,2023-01-03,2023-01-04,100000.0,0.8006,0.8006,124781.538721,,99.9,证券保险板块在低估值+市场情绪回暖下有弹性。作为A股配置替代（宽基基金NAV缺失）。,confirmed,2026-06-02 02:14:44,run-2026-06-02T02-11-18,run-2026-06-02T02-11-18
2411,,multi_asset_allocation_bot,001512,易方达中债3-5年期国债指数,buy,2023-01-03,2023-01-04,200000.0,1.258,1.258,158855.427582,,159.87,3-5年期国债指数基金，利率下行通道中受益于债券资本利得。10Y国债从2.89%降至2.84%，宽松交易确认。,confirmed,2026-06-02 02:20:51,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2412,,multi_asset_allocation_bot,006451,华富中证5年恒定久期国开债指数A,buy,2023-01-03,2023-01-04,200000.0,1.160693,1.160693,172224.739854,,99.95,5年久期国开债指数基金，利率债占比103%。利率下行+M2高增12.4%环境下，政金债享受资本利得，与国债形成久期互补。,confirmed,2026-06-02 02:20:52,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2413,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,100000.0,1.4191,1.4191,70424.942554,,59.96,黄金ETF联接，AU9999从404缓升至410.5。全球不确定性+低利率环境支撑金价，作为组合对冲和避险配置。,confirmed,2026-06-02 02:20:52,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2414,,multi_asset_allocation_bot,001550,天弘中证医药100A,buy,2023-01-03,2023-01-04,100000.0,0.932,0.932,107188.948391,,99.9,A股医药宽基替代，PE处于历史低位。因沪深300/中证500/红利宽基NAV缺失，用医药100指数基金作为A股核心仓位替代。,confirmed,2026-06-02 02:23:14,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2415,,multi_asset_allocation_bot,005223,广发中证基建工程ETF联接A,buy,2023-01-03,2023-01-04,100000.0,0.7952,0.7952,125628.898265,,99.9,A股基建工程指数，政策驱动型。因宽基NAV缺失，用基建工程作为A股第二替代，与医药形成风格互补。,confirmed,2026-06-02 02:23:14,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2416,,multi_asset_allocation_bot,004854,广发中证全指汽车指数A,buy,2023-01-03,2023-01-04,100000.0,1.2119,1.2119,82432.626372,,99.9,A股汽车指数，消费+制造双轮驱动。因宽基NAV缺失，用汽车指数作为A股第三替代，增加周期弹性。,confirmed,2026-06-02 02:23:14,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2417,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,buy,2023-01-03,2023-01-04,100000.0,1.1991,1.1991,83345.87272,,59.96,7-10年国开债，长久期利率债。利率下行通道中资本利得弹性更大，与3-5年国债/5年国开形成3-10年久期阶梯。,confirmed,2026-06-02 02:23:14,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2418,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,100000.0,1.4191,1.4191,70424.942554,,59.96,黄金ETF联接追加至20%上限。AU9999从404缓升至410.5，低利率环境+全球不确定性支撑金价，作为组合对冲配置。,confirmed,2026-06-02 02:23:14,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2419,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,sell,2023-02-01,2023-02-02,83345.87,1.1984,1.1984,83345.87,99382.28,499.41,10Y国债收益率从2.82%升至2.93%（+11bps），各期限全面上行，宽松交易逻辑被价格否定。债券趋势破坏，需减仓降低久期暴露。赎回费0.5%（<30d）是可接受的防御成本，持有久期债在利率上行通道中资本损失更大。减仓至25%债券上限附近。,confirmed,2026-06-02 02:29:49,run-2026-06-02T02-18-54,run-2026-06-02T02-18-54
2420,,multi_asset_allocation_bot,001512,易方达中债3-5年期国债指数,buy,2023-01-03,2023-01-04,200000.0,1.258,1.258,158855.427582,,159.87,首日建仓。10年国债收益率从12月高点2.89%回落至2.83%，1年国债从2.30%降至2.10%，利率下行趋势确认宽松交易主线。中债3-5年期国债指数作为利率下行受益品种，费率低廉（申购0.08%），是债券底仓核心配置。,confirmed,2026-06-02 02:38:46,run-2026-06-02T02-34-44,run-2026-06-02T02-34-44
2421,,multi_asset_allocation_bot,006451,华富中证5年恒定久期国开债指数A,buy,2023-01-03,2023-01-04,200000.0,1.160693,1.160693,172224.739854,,99.95,首日建仓。国开债利率同步下行，5年恒定久期策略对利率下行敏感。与001512形成3-5年+5年期国开债组合，拉长久期以捕捉利率下行收益。申购费率仅0.05%，成本优势明显。,confirmed,2026-06-02 02:38:46,run-2026-06-02T02-34-44,run-2026-06-02T02-34-44
2422,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,100000.0,1.4191,1.4191,70424.942554,,59.96,首日建仓。黄金410元/克区间震荡，虽无趋势性行情但作为组合对冲工具保留10%配置。全球经济不确定性+国内政策转向背景下，黄金提供尾部风险保护。申购费率0.06%为全池最低。,confirmed,2026-06-02 02:38:46,run-2026-06-02T02-34-44,run-2026-06-02T02-34-44
2423,,multi_asset_allocation_bot,005223,广发中证基建工程ETF联接A,buy,2023-01-03,2023-01-04,200000.0,0.7952,0.7952,251257.796529,,199.8,首日建仓。基建工程板块受益于宽松政策预期（财政发力+基建投资）。在A股趋势未完全确认的背景下，基建工程有政策托底逻辑，作为A股40%配置的另一半，与000962形成宽基+政策受益的组合。,confirmed,2026-06-02 02:39:13,run-2026-06-02T02-34-44,run-2026-06-02T02-34-44
2424,,multi_asset_allocation_bot,001550,天弘中证医药100A,buy,2023-01-03,2023-01-04,200000.0,0.932,0.932,214377.896781,,199.8,首日建仓。医药100指数在经历长期调整后估值处于低位，医保政策边际改善预期增强。作为A股40%配置的补充，与005223基建形成行业分散。申购费率0.10%合理。,confirmed,2026-06-02 02:39:21,run-2026-06-02T02-34-44,run-2026-06-02T02-34-44
2425,,multi_asset_allocation_bot,001512,易方达中债3-5年期国债指数,buy,2023-01-03,2023-01-04,200000.0,1.258,1.258,158855.427582,,159.87,债券底仓（主力）：10Y国债收益率从12月高点2.89%回落至2.84%，宽货币确认。3-5年国债指数基金久期适中，受益于利率下行且回撤可控。宽松交易主线中债券高配5%的核心载体。,confirmed,2026-06-02 02:54:17,run-2026-06-02T02-51-09,run-2026-06-02T02-51-09
2426,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,buy,2023-01-03,2023-01-04,50000.0,1.1991,1.1991,41672.93636,,29.98,债券底仓（久期增强）：7-10年国开债指数，久期更长，利率下行时资本利得更显著。配合001512形成阶梯久期配置。,confirmed,2026-06-02 02:54:17,run-2026-06-02T02-51-09,run-2026-06-02T02-51-09
2427,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2023-01-03,2023-01-04,100000.0,1.4191,1.4191,70424.942554,,59.96,黄金配置：AU9999在410附近企稳，全球不确定性+低实际利率环境下黄金有对冲价值。战略中枢10%，作为组合风险分散器。,confirmed,2026-06-02 02:54:17,run-2026-06-02T02-51-09,run-2026-06-02T02-51-09
2428,,multi_asset_allocation_bot,001550,天弘中证医药100A,buy,2023-01-03,2023-01-04,300000.0,0.932,0.932,321566.845172,,299.7,A股底仓替代：000051/000962 NAV缺失，改用中证医药100。医药处于长周期底部，估值合理，受益于防疫优化后的需求修复预期。,confirmed,2026-06-02 02:54:39,run-2026-06-02T02-51-09,run-2026-06-02T02-51-09
2429,,multi_asset_allocation_bot,006451,华富中证5年恒定久期国开债指数A,buy,2023-01-03,2023-01-04,150000.0,1.160693,1.160693,129168.55489,,74.96,债券底仓（久期配置增强）：5年恒定久期国开债，费率低（申购0.05%），久期稳定。用于进一步将货币/现金从35%降至20%以内，同时增加债券权重向40%中枢靠拢。,confirmed,2026-06-02 02:55:01,run-2026-06-02T02-51-09,run-2026-06-02T02-51-09
2430,,bot102,012894,天弘中证科创创业50ETF联接A,buy,2025-02-06,2025-02-07,60000.0,0.6322,0.6322,94811.86324,,59.94,中性环境+科技中主线确认：科创50首次突破MA60多头排列(+2%)，TMT/科技/高端制造动量+资金双确认(主力净流入81亿/60亿/149亿)，DeepSeek AI产业叙事5篇研报密集支撑。按方法论neutral+中主线开增强仓10%。选012894天弘科创创业50ETF联接A：池内科技主题最大规模(25.9亿)、大盘/成长风格，跟踪科创创业50与今日领涨科创50高度重合。,confirmed,2026-06-02 03:01:19,dash-bot102-2025-01-02-2025-11-24,dash-bot102-2025-01-02-2025-11-24
2433,,bot102,012894,天弘中证科创创业50ETF联接A,sell,2025-02-14,2025-02-17,94811.86,0.6444,0.6444,94811.86,60791.28,305.48,增强仓清仓：温度78.62突破75过热红线+科创50 PE分位84%极贵+科技板块涨但资金连续2日净流出（派发信号）。持有已满8天赎回费降至0.5%，浮盈可覆盖费用。市场regime=uptrend但valuation_anchor=expensive，方法论明确增强仓只减不加。,confirmed,2026-06-02 03:26:37,dash-bot102-2025-01-02-2025-11-24,dash-bot102-2025-01-02-2025-11-24
2438,,multi_asset_allocation_bot,000051,华夏沪深300ETF联接A,buy,2025-01-02,2025-01-03,200000.0,1.4115,1.4115,141523.406061,,239.71,宽松交易中置信度，A股40%配置中的宽基底仓。沪深300估值中性(57%分位)，散户冰点反向满仓信号支持。低费率0.12%申购。,confirmed,2026-06-02 03:55:37,run-maa-monthly-2025-01-2026-05-20260602,run-maa-monthly-2025-01-2026-05-20260602
2439,,multi_asset_allocation_bot,161907,红利ETF联接,buy,2025-01-02,2025-01-03,200000.0,2.679454,2.679454,74567.505096,,199.8,宽松交易中A股40%配置中的防御性部分。红利策略低估值提供下行保护，利率下行环境中高股息资产有相对优势。,confirmed,2026-06-02 03:55:37,run-maa-monthly-2025-01-2026-05-20260602,run-maa-monthly-2025-01-2026-05-20260602
2440,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,buy,2025-01-02,2025-01-03,200000.0,1.416719,1.416719,141086.603594,,119.93,宽松交易主线核心持仓。10Y国债从1.98%→1.68%大幅下行，长久期国开债直接受益于利率下行和央行宽松预期。债券高配5%的主载体。,confirmed,2026-06-02 03:55:37,run-maa-monthly-2025-01-2026-05-20260602,run-maa-monthly-2025-01-2026-05-20260602
2441,,multi_asset_allocation_bot,001512,易方达中债3-5年期国债指数,buy,2025-01-02,2025-01-03,200000.0,1.3607,1.3607,146865.677885,,159.87,债券40%配置中的稳定底仓部分。3-5年中久期国债波动小于长债，提供组合稳定器作用，低费率0.08%申购。,confirmed,2026-06-02 03:55:37,run-maa-monthly-2025-01-2026-05-20260602,run-maa-monthly-2025-01-2026-05-20260602
2442,,multi_asset_allocation_bot,518880,黄金ETF华安,buy,2025-01-02,2025-01-03,100000.0,2.258696,2.258696,44273.332932,,0.0,黄金10%对冲配置。0申购费优势。全球地缘不确定性+通胀虽弱但央行购金趋势仍在，黄金维持中性配置。,confirmed,2026-06-02 03:55:37,run-maa-monthly-2025-01-2026-05-20260602,run-maa-monthly-2025-01-2026-05-20260602
2447,,multi_asset_allocation_bot,000051,华夏沪深300ETF联接A,buy,2025-01-02,2025-01-03,400000.0,1.4115,1.4115,283046.812122,,479.42,A股底仓：沪深300ETF联接。趋势纠缠但散户冰点(contrarian=1.0)，估值中性(PE 12.6x/57百分位)。宽松交易主线中置信度下A股减配5%至40%，作为权益弹性底仓。,confirmed,2026-06-02 04:57:10,run-maa-monthly-2025-01-2026-05-ffill-20260602,run-maa-monthly-2025-01-2026-05-ffill-20260602
2448,,multi_asset_allocation_bot,006961,南方中债7-10年国开行债券指数A,buy,2025-01-02,2025-01-03,400000.0,1.416719,1.416719,282173.207188,,239.86,债券底仓：南方中债7-10年国开债指数。12月10Y国债收益率从1.98%降至1.68%（-30bp），债券牛市确认。宽松交易主线中置信度，债券高配5%至40%。长端利率债对利率下行弹性大。,confirmed,2026-06-02 04:57:10,run-maa-monthly-2025-01-2026-05-ffill-20260602,run-maa-monthly-2025-01-2026-05-ffill-20260602
2449,,multi_asset_allocation_bot,002610,博时黄金ETF联接A,buy,2025-01-02,2025-01-03,150000.0,2.0807,2.0807,72047.894443,,89.95,黄金配置：博时黄金ETF联接A。利率下行环境支撑金价，AU9999高位震荡(~615元/克)。黄金对冲权益风险，从战略中枢10%加配5%至15%。,confirmed,2026-06-02 04:57:10,run-maa-monthly-2025-01-2026-05-ffill-20260602,run-maa-monthly-2025-01-2026-05-ffill-20260602
2473,,bot_multi,000051,华夏沪深300ETF联接A,buy,2025-06-03,2025-06-04,350000.0,1.4298,1.4298,244496.085743,,419.5,首日建仓。通缩/衰退交易主线中置信度，A股中性偏谨慎，沪深300估值中等但股债性价比偏低(近3年16%分位)，配置35%低于中枢10%,confirmed,2026-06-02 08:04:46,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2474,,bot_multi,006451,华富中证5年恒定久期国开债指数A,buy,2025-06-03,2025-06-04,450000.0,1.285398,1.285398,349911.165603,,224.89,首日建仓。通缩/衰退交易主线，10Y国债1.67%极低利率环境+PPI持续通缩(-2.7%)，债券占优；选5年恒定久期国开债控制久期风险，配置45%高于中枢10%,confirmed,2026-06-02 08:04:46,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2475,,bot_multi,002610,博时黄金ETF联接A,buy,2025-06-03,2025-06-04,50000.0,2.5649,2.5649,19482.248037,,29.98,首日建仓。黄金从4月高点825回调至~769，急涨后震荡偏弱，保留5%底线避险配置，低于中枢5%,confirmed,2026-06-02 08:04:46,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2477,,bot_multi,006451,华富中证5年恒定久期国开债指数A,buy,2025-06-16,2025-06-17,50000.0,1.288422,1.288422,38787.767124,,24.99,通缩/衰退交易主线强化确认。增长因子0.692连续11天下行创近期新低，流动性因子骤降至0.508（3天降0.30），10Y国债1.64%极低，曲线平坦化。债券底仓逻辑被宏观+价格双重验证，战术加配5%至50%。,confirmed,2026-06-02 08:32:45,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2478,,bot_multi,002610,博时黄金ETF联接A,buy,2025-06-16,2025-06-17,50000.0,2.5967,2.5967,19243.662337,,29.98,AU9999突破792逼近4月高点825，风险偏好因子暴跌至0.18（近期最低），流动性骤降0.30，避险需求被价格验证。黄金从5%底线配置提升至10%中枢配置，仍在正常上限25%内。,confirmed,2026-06-02 08:32:45,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2479,,bot_multi,006451,华富中证5年恒定久期国开债指数A,buy,2025-06-23,2025-06-24,50000.0,1.290114,1.290114,38736.896502,,24.99,通缩/衰退主线持续强化（增长因子平台期0.664，通缩加深至-1.187），流动性因子骤降至0.169（近期极值）。10Y国债1.64%极低环境确认债券底仓逻辑。今日机构HS300净申购+0.126为正面信号但不改变大类资产结论。维持债券50%权重，现金5%释放后买入债券。,confirmed,2026-06-02 08:51:04,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2483,,bot_multi,000051,华夏沪深300ETF联接A,sell,2025-07-03,2025-07-04,34292.0,1.4818,1.4818,34292.0,50813.89,0.0,市场温度80.67/100%分位极端过热，价量偏离100分，HS300 ERP 3年分位仅2.34%（极贵），hs300_erp_vix建议仓位降至36.4%。尽管增长因子3连升（0.634→0.671）显示初步企稳，但通胀因子仍-1.31未见改善，通缩主线未被完全证伪。极端估值+极端温度组合构成降风险信号，从35%降至30%，释放资金部分转债券（+2.5%）部分留现金（+7.7%）作为防御缓冲。,confirmed,2026-06-02 09:19:17,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2484,,bot_multi,000051,华夏沪深300ETF联接A,sell,2025-07-07,2025-07-08,67250.0,1.4815,1.4815,67250.0,99630.88,0.0,流动性因子3日暴跌至-0.413（7/4为+0.088），市场温度86.33/100%分位创历史新高，HS300 ERP 3年分位仅1.52%（极贵），VIX上升。增长因子虽连升8日确认衰退企稳，但流动性退潮+估值过热构成尾部风险。hs300_erp_vix建议仓位仅35.9%，当前30.8%虽已偏低但在极端过热环境下仍需进一步降风险。降A股至~21%，增配债券和现金。,confirmed,2026-06-02 09:27:38,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2487,,bot_multi,000051,华夏沪深300ETF联接A,sell,2025-07-22,2025-07-23,14295.0,1.5435,1.5435,14295.0,22064.33,0.0,增长因子8连降至0.520确认加速下行，散户反向因子(z=+0.56)首次翻转为过热信号，HS300 PE 78.7%分位偏贵，通缩仍深。A股基本面与情绪严重背离，减仓降风险暴露。,confirmed,2026-06-02 10:16:13,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2488,,bot_multi,000051,华夏沪深300ETF联接A,sell,2025-07-23,2025-07-24,18000.0,1.544,1.544,18000.0,27792.0,0.0,增长因子跌破0.50阈值至0.497（7/14的0.694→7/23的0.497，7日累降-0.197），创持仓来新低。风险偏好1.0连续16日触顶与增长加速下行形成极端背离。散户反向因子处于满仓信号边缘(z=-0.54)，散户在基本面恶化中追高。A股当前19.45%仓位，此次减至~16.5%，属小幅降风险，非清仓。10Y国债升至1.691%逼近1.70%久期预警线，债券端也需关注。,confirmed,2026-06-02 10:19:40,run-2026-06-02T08-02-19-bot-multi,run-2026-06-02T08-02-19-bot-multi
2499,,bot_multi,000051,华夏沪深300ETF联接A,buy,2025-06-03,2025-06-04,350000.0,1.4298,1.4298,244496.085743,,419.5,首次建仓A股仓位。沪深300宽基表达权益风险敞口，估值中性(PE百分位58.8%)。当前宽松交易主线+通缩风险并存，A股估值偏贵但趋势未破，维持35%低于中枢的配置以控制回撤。,confirmed,2026-06-03 01:54:11,run-2026-06-03-bot-multi-2025-06-01-2025-12-31,run-2026-06-03-bot-multi-2025-06-01-2025-12-31
2500,,bot_multi,006451,华富中证5年恒定久期国开债指数A,buy,2025-06-03,2025-06-04,450000.0,1.285398,1.285398,349911.165603,,224.89,首次建仓债券仓位。10Y国债利率1.67%处于历史极低水平，宽松交易主线确认，增长弱+通缩环境利好债券。5年恒定久期国开债指数提供中久期利率债表达，费率低(0.25%+0.05%)，角色清晰。,confirmed,2026-06-03 01:54:11,run-2026-06-03-bot-multi-2025-06-01-2025-12-31,run-2026-06-03-bot-multi-2025-06-01-2025-12-31
